horizon_h,bin_key,n,n_low,n_high,manifest_rate_low,manifest_rate_high,delta_high_minus_low
12,"(0, 0.0, 0.0, 0, 2.0)",11,3,8,0.3333333333333333,0.0,-0.3333333333333333
12,"(0, 0.0, 0.0, 1, 1.0)",8,4,4,0.0,0.0,0.0
12,"(0, 0.0, 0.0, 2, 2.0)",6,3,3,0.0,0.0,0.0
12,"(0, 0.0, 1.0, 1, 1.0)",7,4,3,0.0,0.0,0.0
12,"(0, 0.0, 1.0, 1, 3.0)",7,3,4,0.3333333333333333,0.0,-0.3333333333333333
12,"(0, 0.0, 1.0, 3, 0.0)",9,6,3,0.0,0.0,0.0
12,"(0, 1.0, 0.0, 1, 1.0)",14,11,3,0.0,0.0,0.0
12,"(0, 1.0, 0.0, 1, 2.0)",6,3,3,0.3333333333333333,0.0,-0.3333333333333333
12,"(0, 1.0, 1.0, 0, 2.0)",6,3,3,0.0,0.0,0.0
12,"(0, 2.0, 0.0, 2, 0.0)",11,8,3,0.0,0.0,0.0
12,"(0, 2.0, 2.0, 0, 0.0)",8,3,5,0.0,0.0,0.0
12,"(0, 2.0, 2.0, 0, 2.0)",10,4,6,0.0,0.0,0.0
12,"(0, 3.0, 0.0, 1, 1.0)",10,3,7,0.0,0.14285714285714285,0.14285714285714285
12,"(0, 3.0, 0.0, 1, 2.0)",8,4,4,0.0,0.0,0.0
12,"(0, 3.0, 0.0, 2, 0.0)",13,8,5,0.125,0.4,0.275
12,"(0, 3.0, 0.0, 2, 1.0)",9,4,5,0.0,0.0,0.0
12,"(0, 3.0, 0.0, 2, 2.0)",6,3,3,0.0,0.0,0.0
12,"(0, 3.0, 0.0, 3, 0.0)",15,12,3,0.0,0.0,0.0
12,"(0, 3.0, 1.0, 0, 0.0)",11,6,5,0.16666666666666666,0.0,-0.16666666666666666
12,"(1, 0.0, 0.0, 2, 1.0)",7,4,3,0.0,0.0,0.0
12,"(1, 0.0, 0.0, 3, 2.0)",7,3,4,0.0,0.0,0.0
12,"(1, 0.0, 1.0, 1, 1.0)",10,7,3,0.2857142857142857,0.0,-0.2857142857142857
12,"(1, 1.0, 2.0, 2, 3.0)",7,4,3,0.0,0.3333333333333333,0.3333333333333333
12,"(1, 1.0, 2.0, 3, 3.0)",7,4,3,0.0,0.0,0.0
12,"(1, 1.0, 3.0, 0, 0.0)",7,3,4,0.0,0.25,0.25
12,"(1, 2.0, 0.0, 1, 0.0)",10,5,5,0.0,0.0,0.0
12,"(1, 2.0, 0.0, 2, 3.0)",8,3,5,0.0,0.0,0.0
12,"(1, 2.0, 1.0, 0, 0.0)",12,6,6,0.0,0.0,0.0
12,"(1, 2.0, 1.0, 0, 1.0)",8,5,3,0.0,0.3333333333333333,0.3333333333333333
12,"(1, 2.0, 1.0, 2, 3.0)",7,3,4,0.0,0.0,0.0
12,"(1, 2.0, 3.0, 0, 0.0)",6,3,3,0.3333333333333333,0.0,-0.3333333333333333
12,"(1, 2.0, 3.0, 2, 3.0)",7,3,4,0.0,0.25,0.25
12,"(1, 3.0, 0.0, 1, 0.0)",10,4,6,0.25,0.0,-0.25
12,"(1, 3.0, 0.0, 2, 1.0)",7,3,4,0.0,0.25,0.25
12,"(1, 3.0, 0.0, 3, 0.0)",10,5,5,0.2,0.0,-0.2
12,"(1, 3.0, 1.0, 0, 0.0)",6,3,3,0.0,0.0,0.0
12,"(2, 0.0, 1.0, 2, 2.0)",7,4,3,0.0,0.0,0.0
12,"(2, 0.0, 2.0, 3, 3.0)",9,5,4,0.0,0.0,0.0
12,"(2, 1.0, 0.0, 2, 3.0)",6,3,3,0.0,0.0,0.0
12,"(2, 1.0, 1.0, 0, 2.0)",6,3,3,0.0,0.0,0.0
12,"(2, 1.0, 1.0, 2, 3.0)",8,3,5,0.0,0.2,0.2
12,"(2, 1.0, 2.0, 1, 2.0)",9,6,3,0.0,0.0,0.0
12,"(2, 1.0, 2.0, 2, 3.0)",8,4,4,0.5,0.0,-0.5
12,"(2, 2.0, 0.0, 0, 0.0)",6,3,3,0.0,0.0,0.0
12,"(2, 2.0, 0.0, 1, 2.0)",9,6,3,0.0,0.0,0.0
12,"(2, 2.0, 0.0, 2, 1.0)",11,5,6,0.0,0.0,0.0
12,"(2, 2.0, 1.0, 2, 3.0)",7,4,3,0.0,0.0,0.0
12,"(2, 3.0, 2.0, 1, 0.0)",9,6,3,0.0,0.0,0.0
12,"(2, 3.0, 2.0, 2, 3.0)",6,3,3,0.0,0.0,0.0
12,"(2, 3.0, 2.0, 3, 1.0)",8,5,3,0.0,0.3333333333333333,0.3333333333333333
12,"(2, 3.0, 3.0, 1, 0.0)",6,3,3,0.0,0.0,0.0
12,"(3, 0.0, 1.0, 3, 2.0)",8,3,5,0.0,0.2,0.2
12,"(3, 0.0, 2.0, 1, 2.0)",11,7,4,0.14285714285714285,0.0,-0.14285714285714285
12,"(3, 0.0, 2.0, 2, 2.0)",7,4,3,0.0,0.3333333333333333,0.3333333333333333
12,"(3, 0.0, 3.0, 2, 2.0)",6,3,3,0.0,0.0,0.0
12,"(3, 0.0, 3.0, 3, 2.0)",10,3,7,0.0,0.14285714285714285,0.14285714285714285
12,"(3, 1.0, 3.0, 1, 0.0)",10,3,7,0.0,0.14285714285714285,0.14285714285714285
12,"(3, 1.0, 3.0, 3, 1.0)",12,3,9,0.0,0.0,0.0
12,"(3, 1.0, 3.0, 3, 2.0)",8,4,4,0.0,0.0,0.0
12,"(3, 2.0, 1.0, 1, 2.0)",8,3,5,0.0,0.2,0.2
12,"(3, 2.0, 2.0, 3, 1.0)",9,5,4,0.0,0.0,0.0
12,"(3, 3.0, 2.0, 3, 2.0)",8,5,3,0.0,0.0,0.0
12,"(3, 3.0, 3.0, 3, 0.0)",12,4,8,0.0,0.0,0.0
12,"(3, 3.0, 3.0, 3, 2.0)",13,4,9,0.25,0.1111111111111111,-0.1388888888888889
18,"(0, 0.0, 0.0, 1, 1.0)",8,4,4,0.0,0.0,0.0
18,"(0, 0.0, 1.0, 3, 0.0)",10,6,4,0.0,0.0,0.0
18,"(0, 1.0, 0.0, 1, 1.0)",15,12,3,0.0,0.0,0.0
18,"(0, 2.0, 0.0, 1, 1.0)",8,5,3,0.0,0.3333333333333333,0.3333333333333333
18,"(0, 2.0, 0.0, 2, 0.0)",12,8,4,0.0,0.25,0.25
18,"(0, 2.0, 0.0, 3, 0.0)",11,7,4,0.14285714285714285,0.5,0.35714285714285715
18,"(0, 2.0, 2.0, 0, 0.0)",8,3,5,0.0,0.0,0.0
18,"(0, 2.0, 2.0, 0, 2.0)",10,4,6,0.0,0.0,0.0
18,"(0, 3.0, 0.0, 1, 1.0)",9,3,6,0.0,0.0,0.0
18,"(0, 3.0, 0.0, 1, 2.0)",9,4,5,0.0,0.2,0.2
18,"(0, 3.0, 0.0, 2, 0.0)",12,7,5,0.0,0.4,0.4
18,"(0, 3.0, 0.0, 2, 1.0)",9,4,5,0.0,0.0,0.0
18,"(0, 3.0, 0.0, 2, 2.0)",6,3,3,0.0,0.0,0.0
18,"(0, 3.0, 0.0, 3, 0.0)",16,13,3,0.0,0.0,0.0
18,"(0, 3.0, 1.0, 0, 0.0)",10,5,5,0.0,0.0,0.0
18,"(0, 3.0, 3.0, 3, 1.0)",6,3,3,0.0,0.3333333333333333,0.3333333333333333
18,"(1, 0.0, 0.0, 2, 1.0)",6,3,3,0.0,0.0,0.0
18,"(1, 0.0, 0.0, 3, 2.0)",7,3,4,0.0,0.0,0.0
18,"(1, 0.0, 1.0, 1, 1.0)",9,6,3,0.16666666666666666,0.0,-0.16666666666666666
18,"(1, 1.0, 0.0, 3, 0.0)",7,4,3,0.0,0.0,0.0
18,"(1, 1.0, 2.0, 2, 3.0)",7,4,3,0.0,0.3333333333333333,0.3333333333333333
18,"(1, 1.0, 2.0, 3, 3.0)",6,3,3,0.0,0.0,0.0
18,"(1, 1.0, 3.0, 0, 0.0)",7,3,4,0.0,0.25,0.25
18,"(1, 2.0, 0.0, 1, 0.0)",10,5,5,0.0,0.0,0.0
18,"(1, 2.0, 0.0, 2, 0.0)",6,3,3,0.0,0.3333333333333333,0.3333333333333333
18,"(1, 2.0, 0.0, 2, 3.0)",8,3,5,0.0,0.0,0.0
18,"(1, 2.0, 1.0, 0, 0.0)",12,6,6,0.0,0.0,0.0
18,"(1, 2.0, 1.0, 2, 3.0)",6,3,3,0.0,0.0,0.0
18,"(1, 2.0, 3.0, 2, 3.0)",6,3,3,0.0,0.0,0.0
18,"(1, 3.0, 0.0, 1, 0.0)",9,3,6,0.0,0.0,0.0
18,"(1, 3.0, 0.0, 2, 1.0)",6,3,3,0.0,0.0,0.0
18,"(1, 3.0, 0.0, 3, 0.0)",9,4,5,0.0,0.0,0.0
18,"(1, 3.0, 1.0, 0, 0.0)",6,3,3,0.0,0.0,0.0
18,"(1, 3.0, 1.0, 3, 0.0)",11,8,3,0.0,0.3333333333333333,0.3333333333333333
18,"(2, 0.0, 1.0, 2, 2.0)",7,4,3,0.0,0.0,0.0
18,"(2, 0.0, 2.0, 3, 3.0)",10,5,5,0.0,0.0,0.0
18,"(2, 1.0, 0.0, 2, 3.0)",6,3,3,0.0,0.0,0.0
18,"(2, 1.0, 1.0, 2, 3.0)",8,4,4,0.25,0.0,-0.25
18,"(2, 1.0, 2.0, 1, 2.0)",9,6,3,0.0,0.0,0.0
18,"(2, 2.0, 0.0, 0, 0.0)",6,3,3,0.0,0.0,0.0
18,"(2, 2.0, 0.0, 1, 2.0)",8,5,3,0.0,0.0,0.0
18,"(2, 2.0, 0.0, 2, 1.0)",11,5,6,0.0,0.0,0.0
18,"(2, 2.0, 1.0, 2, 3.0)",7,4,3,0.0,0.0,0.0
18,"(2, 2.0, 3.0, 1, 1.0)",8,5,3,0.0,0.3333333333333333,0.3333333333333333
18,"(2, 2.0, 3.0, 3, 2.0)",9,6,3,0.5,0.3333333333333333,-0.16666666666666669
18,"(2, 3.0, 1.0, 3, 3.0)",7,3,4,0.0,0.0,0.0
18,"(2, 3.0, 2.0, 1, 0.0)",9,6,3,0.0,0.0,0.0
18,"(2, 3.0, 3.0, 1, 0.0)",6,3,3,0.0,0.0,0.0
18,"(2, 3.0, 3.0, 3, 0.0)",7,4,3,0.5,0.0,-0.5
18,"(3, 0.0, 1.0, 3, 2.0)",8,4,4,0.0,0.0,0.0
18,"(3, 0.0, 2.0, 1, 2.0)",10,6,4,0.0,0.0,0.0
18,"(3, 0.0, 2.0, 3, 3.0)",15,3,12,0.0,0.0,0.0
18,"(3, 0.0, 3.0, 2, 2.0)",7,3,4,0.0,0.25,0.25
18,"(3, 1.0, 3.0, 1, 0.0)",9,3,6,0.0,0.0,0.0
18,"(3, 1.0, 3.0, 3, 1.0)",12,3,9,0.0,0.0,0.0
18,"(3, 1.0, 3.0, 3, 2.0)",10,4,6,0.0,0.3333333333333333,0.3333333333333333
18,"(3, 2.0, 1.0, 1, 2.0)",7,3,4,0.0,0.0,0.0
18,"(3, 2.0, 1.0, 2, 2.0)",6,3,3,0.0,0.3333333333333333,0.3333333333333333
18,"(3, 2.0, 2.0, 3, 1.0)",9,5,4,0.0,0.0,0.0
18,"(3, 2.0, 3.0, 1, 1.0)",7,4,3,0.0,0.3333333333333333,0.3333333333333333
18,"(3, 3.0, 2.0, 3, 0.0)",9,6,3,0.0,0.3333333333333333,0.3333333333333333
18,"(3, 3.0, 2.0, 3, 2.0)",8,5,3,0.0,0.0,0.0
18,"(3, 3.0, 3.0, 3, 0.0)",12,4,8,0.0,0.0,0.0
18,"(3, 3.0, 3.0, 3, 1.0)",9,3,6,0.3333333333333333,0.0,-0.3333333333333333
18,"(3, 3.0, 3.0, 3, 2.0)",10,3,7,0.0,0.0,0.0
