scenario,condition,dose,ground_truth_invalid,auc,clean_or_reference_auc,auc_delta,matched_delta,temporal_passed,forbidden_passed,oracle_proximity,oracle_proximity_alert,audit_pass_candidate,output_classes,true_confounder_auc,interpretation
partially_observed_confounding,observed_confounder_fraction,0.0,True,0.7890761298352057,0.7890761298352057,0.0,0.43333333333333335,True,True,,False,True,audit_pass_candidate;future_physiology_invalid_comparator;oracle_label_leakage_sentinel;protocol_batch_or_donor_shortcut_sentinel;valid_early_hidden_state_signal,0.7961462812947961,false-pass risk if unobserved confounder is not represented in matching
partially_observed_confounding,observed_confounder_fraction,0.25,True,0.7842823822457473,0.7842823822457473,0.0,0.41166666666666674,True,True,,False,True,audit_pass_candidate;future_physiology_invalid_comparator;oracle_label_leakage_sentinel;protocol_batch_or_donor_shortcut_sentinel;valid_early_hidden_state_signal,0.7843352024263923,false-pass risk if unobserved confounder is not represented in matching
partially_observed_confounding,observed_confounder_fraction,0.5,True,0.7873859844271413,0.7873859844271413,0.0,0.2833333333333334,True,True,,False,True,audit_pass_candidate;future_physiology_invalid_comparator;oracle_label_leakage_sentinel;protocol_batch_or_donor_shortcut_sentinel;valid_early_hidden_state_signal,0.7888904338153504,false-pass risk if unobserved confounder is not represented in matching
partially_observed_confounding,observed_confounder_fraction,0.75,True,0.7876155365591427,0.7876155365591427,0.0,0.18833333333333332,True,True,,False,True,audit_pass_candidate;future_physiology_invalid_comparator;oracle_label_leakage_sentinel;protocol_batch_or_donor_shortcut_sentinel;valid_early_hidden_state_signal,0.7886434542479394,false-pass risk if unobserved confounder is not represented in matching
partially_observed_confounding,observed_confounder_fraction,1.0,True,0.7596579532814238,0.7596579532814238,0.0,-0.020000000000000007,True,True,,False,False,future_physiology_invalid_comparator;oracle_label_leakage_sentinel;protocol_batch_or_donor_shortcut_sentinel,0.7621579532814238,shortcut collapses once matching observes the confounder
