lambda,score_column,auc,delta_auc,auc_delta_alert_0p01,audit_pass,temporal_passed,forbidden_passed,oracle_proximity,oracle_proximity_alert,output_classes
0.0,mixed_score_l0p0,0.8298667387682336,0.0,False,True,True,True,0.0,False,audit_pass_candidate;oracle_label_leakage_sentinel;valid_early_hidden_state_signal
0.001,mixed_score_l0p001,0.8305092908501024,0.000642552081868808,False,False,False,False,0.0037767575676662213,False,forbidden_feature_contamination;oracle_label_leakage_sentinel;temporal_isolation_incomplete;valid_early_hidden_state_signal
0.002,mixed_score_l0p002,0.8311494029240655,0.0012826641558318919,False,False,False,False,0.007539173389996707,False,forbidden_feature_contamination;oracle_label_leakage_sentinel;temporal_isolation_incomplete;valid_early_hidden_state_signal
0.005,mixed_score_l0p005,0.8330681091406736,0.00320137037244006,False,False,False,False,0.018816840100883907,True,forbidden_feature_contamination;leakage_contaminated_candidate;oracle_label_leakage_sentinel;oracle_leakage_proximity_shift;temporal_isolation_incomplete;valid_early_hidden_state_signal
0.01,mixed_score_l0p01,0.8362293693831568,0.006362630614923259,False,False,False,False,0.03739792306840975,True,forbidden_feature_contamination;leakage_contaminated_candidate;oracle_label_leakage_sentinel;oracle_leakage_proximity_shift;temporal_isolation_incomplete;valid_early_hidden_state_signal
0.02,mixed_score_l0p02,0.8424663395909403,0.012599600822706725,True,False,False,False,0.0740572462520585,True,forbidden_feature_contamination;leakage_contaminated_candidate;oracle_label_leakage_sentinel;oracle_leakage_proximity_shift;temporal_isolation_incomplete;valid_early_hidden_state_signal
0.05,mixed_score_l0p05,0.8604634779016684,0.030596739133434858,True,False,False,False,0.17983984384895804,True,forbidden_feature_contamination;leakage_contaminated_candidate;oracle_label_leakage_sentinel;oracle_leakage_proximity_shift;temporal_isolation_incomplete;valid_early_hidden_state_signal
0.1,mixed_score_l0p1,0.8882472579211157,0.058380519152882115,True,False,False,False,0.34314583009933863,True,forbidden_feature_contamination;leakage_contaminated_candidate;oracle_label_leakage_sentinel;oracle_leakage_proximity_shift;temporal_isolation_incomplete;valid_early_hidden_state_signal
