horizon_h,bin_key,n,n_low,n_high,manifest_rate_low,manifest_rate_high,delta_high_minus_low
12,"(2, 0.0, 0.0, 2, 1.0)",17,4,13,0.0,0.23076923076923078,0.23076923076923078
12,"(2, 0.0, 0.0, 2, 2.0)",34,5,29,0.2,0.13793103448275862,-0.06206896551724139
12,"(2, 0.0, 1.0, 0, 1.0)",11,3,8,0.0,0.0,0.0
12,"(2, 0.0, 1.0, 0, 2.0)",22,3,19,0.3333333333333333,0.10526315789473684,-0.22807017543859648
12,"(2, 0.0, 1.0, 1, 1.0)",22,14,8,0.07142857142857142,0.125,0.053571428571428575
12,"(2, 0.0, 1.0, 1, 2.0)",14,5,9,0.0,0.1111111111111111,0.1111111111111111
12,"(2, 0.0, 1.0, 2, 0.0)",15,8,7,0.0,0.0,0.0
12,"(2, 0.0, 1.0, 2, 1.0)",20,14,6,0.0,0.16666666666666666,0.16666666666666666
12,"(2, 0.0, 1.0, 2, 2.0)",36,11,25,0.0,0.04,0.04
12,"(2, 0.0, 2.0, 0, 0.0)",23,5,18,0.0,0.0,0.0
12,"(2, 0.0, 2.0, 0, 1.0)",22,3,19,0.0,0.05263157894736842,0.05263157894736842
12,"(2, 0.0, 2.0, 1, 0.0)",15,6,9,0.0,0.1111111111111111,0.1111111111111111
12,"(2, 0.0, 2.0, 1, 1.0)",26,9,17,0.0,0.0,0.0
12,"(2, 0.0, 2.0, 1, 2.0)",37,6,31,0.0,0.06451612903225806,0.06451612903225806
12,"(2, 0.0, 2.0, 2, 0.0)",12,7,5,0.0,0.0,0.0
12,"(2, 0.0, 2.0, 2, 1.0)",21,12,9,0.08333333333333333,0.1111111111111111,0.027777777777777776
12,"(2, 0.0, 2.0, 2, 2.0)",51,3,48,0.0,0.14583333333333334,0.14583333333333334
12,"(2, 1.0, 0.0, 0, 0.0)",14,3,11,0.0,0.0,0.0
12,"(2, 1.0, 0.0, 1, 0.0)",14,7,7,0.0,0.14285714285714285,0.14285714285714285
12,"(2, 1.0, 0.0, 1, 1.0)",18,5,13,0.0,0.07692307692307693,0.07692307692307693
12,"(2, 1.0, 0.0, 2, 0.0)",9,4,5,0.0,0.0,0.0
12,"(2, 1.0, 0.0, 2, 1.0)",14,8,6,0.0,0.0,0.0
12,"(2, 1.0, 1.0, 0, 0.0)",17,7,10,0.0,0.0,0.0
12,"(2, 1.0, 1.0, 0, 1.0)",10,5,5,0.0,0.2,0.2
12,"(2, 1.0, 1.0, 0, 2.0)",25,3,22,0.0,0.13636363636363635,0.13636363636363635
12,"(2, 1.0, 1.0, 1, 0.0)",13,8,5,0.0,0.0,0.0
12,"(2, 1.0, 1.0, 1, 2.0)",24,5,19,0.0,0.15789473684210525,0.15789473684210525
12,"(2, 1.0, 1.0, 2, 1.0)",23,16,7,0.0,0.14285714285714285,0.14285714285714285
12,"(2, 1.0, 1.0, 2, 2.0)",30,13,17,0.15384615384615385,0.0,-0.15384615384615385
12,"(2, 1.0, 2.0, 0, 1.0)",16,3,13,0.0,0.0,0.0
12,"(2, 1.0, 2.0, 1, 0.0)",19,8,11,0.125,0.09090909090909091,-0.03409090909090909
12,"(2, 1.0, 2.0, 1, 1.0)",13,9,4,0.0,0.5,0.5
12,"(2, 1.0, 2.0, 1, 2.0)",35,4,31,0.0,0.06451612903225806,0.06451612903225806
12,"(2, 1.0, 2.0, 2, 0.0)",20,10,10,0.0,0.0,0.0
12,"(2, 1.0, 2.0, 2, 1.0)",32,15,17,0.0,0.058823529411764705,0.058823529411764705
12,"(2, 1.0, 2.0, 2, 2.0)",42,3,39,0.0,0.1282051282051282,0.1282051282051282
12,"(2, 2.0, 0.0, 1, 1.0)",16,7,9,0.0,0.0,0.0
12,"(2, 2.0, 0.0, 2, 0.0)",15,10,5,0.0,0.2,0.2
12,"(2, 2.0, 0.0, 2, 1.0)",17,6,11,0.0,0.0,0.0
12,"(2, 2.0, 0.0, 2, 2.0)",17,3,14,0.0,0.14285714285714285,0.14285714285714285
12,"(2, 2.0, 1.0, 0, 0.0)",10,6,4,0.0,0.25,0.25
12,"(2, 2.0, 1.0, 0, 1.0)",11,5,6,0.2,0.0,-0.2
12,"(2, 2.0, 1.0, 1, 0.0)",13,10,3,0.0,0.3333333333333333,0.3333333333333333
12,"(2, 2.0, 1.0, 1, 1.0)",15,12,3,0.0,0.0,0.0
12,"(2, 2.0, 1.0, 1, 2.0)",18,9,9,0.0,0.1111111111111111,0.1111111111111111
12,"(2, 2.0, 1.0, 2, 0.0)",22,18,4,0.05555555555555555,0.0,-0.05555555555555555
12,"(2, 2.0, 1.0, 2, 1.0)",25,20,5,0.05,0.0,-0.05
12,"(2, 2.0, 1.0, 2, 2.0)",27,10,17,0.0,0.17647058823529413,0.17647058823529413
12,"(2, 2.0, 2.0, 1, 0.0)",17,9,8,0.1111111111111111,0.0,-0.1111111111111111
12,"(2, 2.0, 2.0, 1, 1.0)",14,10,4,0.0,0.0,0.0
12,"(2, 2.0, 2.0, 2, 0.0)",26,11,15,0.0,0.0,0.0
12,"(2, 2.0, 2.0, 2, 1.0)",36,13,23,0.0,0.08695652173913043,0.08695652173913043
12,"(2, 2.0, 2.0, 2, 2.0)",33,3,30,0.3333333333333333,0.3,-0.033333333333333326
18,"(0, 0.0, 0.0, 0, 0.0)",31,7,24,0.0,0.0,0.0
18,"(0, 0.0, 0.0, 0, 1.0)",32,9,23,0.0,0.0,0.0
18,"(0, 0.0, 0.0, 1, 0.0)",42,31,11,0.0,0.0,0.0
18,"(0, 0.0, 0.0, 1, 1.0)",28,19,9,0.0,0.0,0.0
18,"(0, 0.0, 0.0, 1, 2.0)",20,6,14,0.0,0.07142857142857142,0.07142857142857142
18,"(0, 0.0, 0.0, 2, 0.0)",24,17,7,0.058823529411764705,0.0,-0.058823529411764705
18,"(0, 0.0, 0.0, 2, 1.0)",20,12,8,0.0,0.0,0.0
18,"(0, 0.0, 1.0, 0, 0.0)",26,13,13,0.0,0.0,0.0
18,"(0, 0.0, 1.0, 0, 1.0)",22,16,6,0.0,0.0,0.0
18,"(0, 0.0, 1.0, 0, 2.0)",16,6,10,0.16666666666666666,0.1,-0.06666666666666665
18,"(0, 0.0, 1.0, 1, 1.0)",21,18,3,0.05555555555555555,0.0,-0.05555555555555555
18,"(0, 0.0, 1.0, 1, 2.0)",16,10,6,0.0,0.0,0.0
18,"(0, 0.0, 1.0, 2, 0.0)",16,13,3,0.07692307692307693,0.0,-0.07692307692307693
18,"(0, 0.0, 1.0, 2, 2.0)",16,10,6,0.0,0.0,0.0
18,"(0, 0.0, 2.0, 0, 0.0)",17,6,11,0.0,0.0,0.0
18,"(0, 0.0, 2.0, 0, 1.0)",22,6,16,0.0,0.0625,0.0625
18,"(0, 0.0, 2.0, 1, 2.0)",14,6,8,0.0,0.125,0.125
18,"(0, 0.0, 2.0, 2, 2.0)",9,5,4,0.0,0.0,0.0
18,"(0, 1.0, 0.0, 0, 0.0)",32,11,21,0.0,0.09523809523809523,0.09523809523809523
18,"(0, 1.0, 0.0, 0, 1.0)",31,12,19,0.0,0.05263157894736842,0.05263157894736842
18,"(0, 1.0, 0.0, 0, 2.0)",25,3,22,0.0,0.09090909090909091,0.09090909090909091
18,"(0, 1.0, 0.0, 1, 0.0)",33,29,4,0.034482758620689655,0.0,-0.034482758620689655
18,"(0, 1.0, 0.0, 1, 1.0)",25,19,6,0.05263157894736842,0.0,-0.05263157894736842
18,"(0, 1.0, 0.0, 1, 2.0)",11,4,7,0.0,0.0,0.0
18,"(0, 1.0, 0.0, 2, 0.0)",34,23,11,0.043478260869565216,0.18181818181818182,0.1383399209486166
18,"(0, 1.0, 0.0, 2, 1.0)",15,11,4,0.0,0.0,0.0
18,"(0, 1.0, 0.0, 2, 2.0)",12,3,9,0.0,0.0,0.0
18,"(0, 1.0, 1.0, 0, 0.0)",26,18,8,0.0,0.0,0.0
18,"(0, 1.0, 1.0, 0, 1.0)",22,12,10,0.0,0.0,0.0
18,"(0, 1.0, 1.0, 0, 2.0)",20,6,14,0.0,0.14285714285714285,0.14285714285714285
18,"(0, 1.0, 1.0, 1, 1.0)",22,19,3,0.05263157894736842,0.0,-0.05263157894736842
18,"(0, 1.0, 1.0, 1, 2.0)",14,10,4,0.0,0.5,0.5
18,"(0, 1.0, 2.0, 0, 0.0)",20,10,10,0.0,0.0,0.0
18,"(0, 1.0, 2.0, 0, 1.0)",18,10,8,0.1,0.0,-0.1
18,"(0, 2.0, 0.0, 0, 0.0)",40,12,28,0.0,0.03571428571428571,0.03571428571428571
18,"(0, 2.0, 0.0, 0, 1.0)",27,5,22,0.0,0.045454545454545456,0.045454545454545456
18,"(0, 2.0, 0.0, 1, 0.0)",36,24,12,0.0,0.16666666666666666,0.16666666666666666
18,"(0, 2.0, 0.0, 1, 1.0)",25,14,11,0.0,0.0,0.0
18,"(0, 2.0, 0.0, 1, 2.0)",15,7,8,0.0,0.0,0.0
18,"(0, 2.0, 0.0, 2, 0.0)",49,38,11,0.02631578947368421,0.09090909090909091,0.0645933014354067
18,"(0, 2.0, 0.0, 2, 1.0)",20,11,9,0.0,0.1111111111111111,0.1111111111111111
18,"(0, 2.0, 1.0, 0, 0.0)",22,13,9,0.0,0.0,0.0
18,"(0, 2.0, 1.0, 0, 1.0)",17,10,7,0.0,0.0,0.0
18,"(0, 2.0, 1.0, 0, 2.0)",11,3,8,0.0,0.25,0.25
18,"(0, 2.0, 1.0, 2, 0.0)",35,31,4,0.03225806451612903,0.25,0.21774193548387097
18,"(0, 2.0, 1.0, 2, 1.0)",25,21,4,0.0,0.0,0.0
18,"(0, 2.0, 1.0, 2, 2.0)",14,7,7,0.0,0.2857142857142857,0.2857142857142857
18,"(0, 2.0, 2.0, 0, 0.0)",28,13,15,0.07692307692307693,0.0,-0.07692307692307693
18,"(0, 2.0, 2.0, 0, 2.0)",10,3,7,0.0,0.0,0.0
18,"(0, 2.0, 2.0, 1, 0.0)",14,8,6,0.125,0.0,-0.125
18,"(0, 2.0, 2.0, 1, 2.0)",13,9,4,0.1111111111111111,0.5,0.3888888888888889
18,"(0, 2.0, 2.0, 2, 0.0)",10,7,3,0.14285714285714285,0.0,-0.14285714285714285
18,"(0, 2.0, 2.0, 2, 1.0)",19,16,3,0.25,0.3333333333333333,0.08333333333333331
18,"(0, 2.0, 2.0, 2, 2.0)",13,4,9,0.0,0.3333333333333333,0.3333333333333333
18,"(1, 0.0, 0.0, 1, 0.0)",14,6,8,0.0,0.125,0.125
18,"(1, 0.0, 0.0, 1, 1.0)",16,12,4,0.08333333333333333,0.0,-0.08333333333333333
18,"(1, 0.0, 0.0, 1, 2.0)",16,7,9,0.0,0.0,0.0
18,"(1, 0.0, 0.0, 2, 0.0)",17,13,4,0.0,0.0,0.0
18,"(1, 0.0, 0.0, 2, 1.0)",18,11,7,0.0,0.0,0.0
18,"(1, 0.0, 0.0, 2, 2.0)",20,4,16,0.0,0.0,0.0
18,"(1, 0.0, 1.0, 0, 0.0)",11,4,7,0.0,0.0,0.0
18,"(1, 0.0, 1.0, 0, 1.0)",21,13,8,0.07692307692307693,0.125,0.04807692307692307
18,"(1, 0.0, 1.0, 1, 0.0)",29,26,3,0.0,0.0,0.0
18,"(1, 0.0, 1.0, 1, 1.0)",25,22,3,0.045454545454545456,0.0,-0.045454545454545456
18,"(1, 0.0, 1.0, 1, 2.0)",19,5,14,0.0,0.0,0.0
18,"(1, 0.0, 1.0, 2, 2.0)",21,10,11,0.1,0.09090909090909091,-0.009090909090909094
18,"(1, 0.0, 2.0, 0, 0.0)",15,6,9,0.0,0.0,0.0
18,"(1, 0.0, 2.0, 0, 1.0)",26,6,20,0.0,0.0,0.0
18,"(1, 0.0, 2.0, 0, 2.0)",30,3,27,0.0,0.07407407407407407,0.07407407407407407
18,"(1, 0.0, 2.0, 1, 0.0)",18,14,4,0.07142857142857142,0.0,-0.07142857142857142
18,"(1, 0.0, 2.0, 1, 1.0)",18,12,6,0.0,0.0,0.0
18,"(1, 0.0, 2.0, 1, 2.0)",30,7,23,0.0,0.043478260869565216,0.043478260869565216
18,"(1, 0.0, 2.0, 2, 0.0)",10,7,3,0.0,0.0,0.0
18,"(1, 0.0, 2.0, 2, 2.0)",17,11,6,0.09090909090909091,0.0,-0.09090909090909091
18,"(1, 1.0, 0.0, 0, 0.0)",17,5,12,0.0,0.0,0.0
18,"(1, 1.0, 0.0, 0, 1.0)",14,5,9,0.0,0.0,0.0
18,"(1, 1.0, 0.0, 1, 0.0)",19,14,5,0.0,0.2,0.2
18,"(1, 1.0, 0.0, 1, 1.0)",24,16,8,0.0,0.0,0.0
18,"(1, 1.0, 0.0, 1, 2.0)",23,11,12,0.0,0.0,0.0
18,"(1, 1.0, 0.0, 2, 0.0)",17,12,5,0.0,0.0,0.0
18,"(1, 1.0, 0.0, 2, 1.0)",23,19,4,0.0,0.0,0.0
18,"(1, 1.0, 0.0, 2, 2.0)",14,7,7,0.14285714285714285,0.14285714285714285,0.0
18,"(1, 1.0, 1.0, 0, 0.0)",24,12,12,0.0,0.0,0.0
18,"(1, 1.0, 1.0, 0, 1.0)",18,15,3,0.0,0.0,0.0
18,"(1, 1.0, 1.0, 0, 2.0)",18,6,12,0.0,0.0,0.0
18,"(1, 1.0, 1.0, 1, 2.0)",23,16,7,0.0,0.0,0.0
18,"(1, 1.0, 1.0, 2, 2.0)",20,11,9,0.0,0.1111111111111111,0.1111111111111111
18,"(1, 1.0, 2.0, 0, 0.0)",20,11,9,0.0,0.2222222222222222,0.2222222222222222
18,"(1, 1.0, 2.0, 0, 1.0)",23,5,18,0.0,0.16666666666666666,0.16666666666666666
18,"(1, 1.0, 2.0, 0, 2.0)",17,3,14,0.0,0.14285714285714285,0.14285714285714285
18,"(1, 1.0, 2.0, 1, 1.0)",18,15,3,0.0,0.0,0.0
18,"(1, 1.0, 2.0, 1, 2.0)",20,8,12,0.0,0.0,0.0
18,"(1, 1.0, 2.0, 2, 0.0)",17,14,3,0.0,0.0,0.0
18,"(1, 1.0, 2.0, 2, 1.0)",23,20,3,0.0,0.0,0.0
18,"(1, 1.0, 2.0, 2, 2.0)",21,10,11,0.1,0.2727272727272727,0.1727272727272727
18,"(1, 2.0, 0.0, 0, 0.0)",28,8,20,0.0,0.05,0.05
18,"(1, 2.0, 0.0, 0, 1.0)",16,3,13,0.0,0.07692307692307693,0.07692307692307693
18,"(1, 2.0, 0.0, 0, 2.0)",15,3,12,0.0,0.16666666666666666,0.16666666666666666
18,"(1, 2.0, 0.0, 1, 0.0)",20,12,8,0.0,0.0,0.0
18,"(1, 2.0, 0.0, 1, 1.0)",12,9,3,0.0,0.0,0.0
18,"(1, 2.0, 0.0, 2, 0.0)",16,10,6,0.0,0.0,0.0
18,"(1, 2.0, 0.0, 2, 1.0)",21,14,7,0.0,0.0,0.0
18,"(1, 2.0, 0.0, 2, 2.0)",14,6,8,0.0,0.0,0.0
18,"(1, 2.0, 1.0, 0, 0.0)",17,8,9,0.0,0.0,0.0
18,"(1, 2.0, 1.0, 0, 1.0)",13,10,3,0.0,0.0,0.0
18,"(1, 2.0, 1.0, 0, 2.0)",15,6,9,0.0,0.2222222222222222,0.2222222222222222
18,"(1, 2.0, 1.0, 1, 0.0)",31,27,4,0.0,0.0,0.0
18,"(1, 2.0, 1.0, 1, 2.0)",19,13,6,0.0,0.0,0.0
18,"(1, 2.0, 1.0, 2, 1.0)",31,28,3,0.0,0.0,0.0
18,"(1, 2.0, 1.0, 2, 2.0)",15,7,8,0.0,0.0,0.0
18,"(1, 2.0, 2.0, 0, 0.0)",27,12,15,0.0,0.13333333333333333,0.13333333333333333
18,"(1, 2.0, 2.0, 0, 1.0)",17,6,11,0.0,0.09090909090909091,0.09090909090909091
18,"(1, 2.0, 2.0, 1, 0.0)",18,15,3,0.0,0.0,0.0
18,"(1, 2.0, 2.0, 1, 2.0)",19,9,10,0.0,0.1,0.1
18,"(1, 2.0, 2.0, 2, 0.0)",17,13,4,0.07692307692307693,0.0,-0.07692307692307693
18,"(1, 2.0, 2.0, 2, 1.0)",23,18,5,0.05555555555555555,0.2,0.14444444444444446
18,"(1, 2.0, 2.0, 2, 2.0)",21,10,11,0.3,0.18181818181818182,-0.11818181818181817
18,"(2, 0.0, 0.0, 0, 1.0)",21,3,18,0.0,0.0,0.0
18,"(2, 0.0, 0.0, 1, 1.0)",10,4,6,0.0,0.16666666666666666,0.16666666666666666
18,"(2, 0.0, 0.0, 2, 1.0)",14,4,10,0.0,0.0,0.0
18,"(2, 0.0, 0.0, 2, 2.0)",31,5,26,0.2,0.038461538461538464,-0.16153846153846155
18,"(2, 0.0, 1.0, 0, 1.0)",10,3,7,0.0,0.0,0.0
18,"(2, 0.0, 1.0, 1, 1.0)",19,13,6,0.0,0.0,0.0
18,"(2, 0.0, 1.0, 1, 2.0)",15,5,10,0.0,0.1,0.1
18,"(2, 0.0, 1.0, 2, 0.0)",15,8,7,0.0,0.0,0.0
18,"(2, 0.0, 1.0, 2, 1.0)",20,15,5,0.06666666666666667,0.0,-0.06666666666666667
18,"(2, 0.0, 1.0, 2, 2.0)",37,11,26,0.0,0.11538461538461539,0.11538461538461539
18,"(2, 0.0, 2.0, 0, 0.0)",25,5,20,0.0,0.1,0.1
18,"(2, 0.0, 2.0, 0, 1.0)",21,3,18,0.0,0.0,0.0
18,"(2, 0.0, 2.0, 1, 0.0)",14,6,8,0.0,0.0,0.0
18,"(2, 0.0, 2.0, 1, 1.0)",29,10,19,0.1,0.10526315789473684,0.005263157894736831
18,"(2, 0.0, 2.0, 1, 2.0)",38,6,32,0.0,0.0625,0.0625
18,"(2, 0.0, 2.0, 2, 0.0)",14,9,5,0.0,0.0,0.0
18,"(2, 0.0, 2.0, 2, 1.0)",21,11,10,0.0,0.1,0.1
18,"(2, 0.0, 2.0, 2, 2.0)",51,3,48,0.0,0.125,0.125
18,"(2, 1.0, 0.0, 0, 0.0)",14,3,11,0.0,0.0,0.0
18,"(2, 1.0, 0.0, 1, 0.0)",13,7,6,0.14285714285714285,0.0,-0.14285714285714285
18,"(2, 1.0, 0.0, 1, 1.0)",17,5,12,0.0,0.0,0.0
18,"(2, 1.0, 0.0, 1, 2.0)",18,3,15,0.3333333333333333,0.0,-0.3333333333333333
18,"(2, 1.0, 0.0, 2, 0.0)",10,5,5,0.0,0.0,0.0
18,"(2, 1.0, 0.0, 2, 1.0)",15,8,7,0.0,0.14285714285714285,0.14285714285714285
18,"(2, 1.0, 0.0, 2, 2.0)",20,3,17,0.3333333333333333,0.058823529411764705,-0.2745098039215686
18,"(2, 1.0, 1.0, 0, 0.0)",18,8,10,0.125,0.0,-0.125
18,"(2, 1.0, 1.0, 0, 1.0)",11,5,6,0.0,0.3333333333333333,0.3333333333333333
18,"(2, 1.0, 1.0, 0, 2.0)",24,3,21,0.0,0.09523809523809523,0.09523809523809523
18,"(2, 1.0, 1.0, 1, 0.0)",15,9,6,0.1111111111111111,0.16666666666666666,0.05555555555555555
18,"(2, 1.0, 1.0, 1, 2.0)",24,6,18,0.3333333333333333,0.05555555555555555,-0.2777777777777778
18,"(2, 1.0, 1.0, 2, 1.0)",23,17,6,0.058823529411764705,0.0,-0.058823529411764705
18,"(2, 1.0, 1.0, 2, 2.0)",28,12,16,0.08333333333333333,0.0,-0.08333333333333333
18,"(2, 1.0, 2.0, 0, 1.0)",17,3,14,0.0,0.07142857142857142,0.07142857142857142
18,"(2, 1.0, 2.0, 1, 0.0)",17,6,11,0.0,0.0,0.0
18,"(2, 1.0, 2.0, 1, 1.0)",12,9,3,0.0,0.3333333333333333,0.3333333333333333
18,"(2, 1.0, 2.0, 1, 2.0)",34,5,29,0.2,0.034482758620689655,-0.16551724137931034
18,"(2, 1.0, 2.0, 2, 0.0)",19,9,10,0.0,0.0,0.0
18,"(2, 1.0, 2.0, 2, 1.0)",29,13,16,0.0,0.0,0.0
18,"(2, 1.0, 2.0, 2, 2.0)",43,3,40,0.0,0.15,0.15
18,"(2, 2.0, 0.0, 1, 1.0)",16,7,9,0.0,0.0,0.0
18,"(2, 2.0, 0.0, 2, 0.0)",15,10,5,0.0,0.2,0.2
18,"(2, 2.0, 0.0, 2, 1.0)",18,7,11,0.14285714285714285,0.0,-0.14285714285714285
18,"(2, 2.0, 0.0, 2, 2.0)",16,4,12,0.25,0.0,-0.25
18,"(2, 2.0, 1.0, 0, 0.0)",9,6,3,0.0,0.0,0.0
18,"(2, 2.0, 1.0, 0, 1.0)",11,5,6,0.2,0.0,-0.2
18,"(2, 2.0, 1.0, 1, 1.0)",18,14,4,0.0,0.25,0.25
18,"(2, 2.0, 1.0, 1, 2.0)",18,9,9,0.0,0.1111111111111111,0.1111111111111111
18,"(2, 2.0, 1.0, 2, 0.0)",23,18,5,0.05555555555555555,0.2,0.14444444444444446
18,"(2, 2.0, 1.0, 2, 1.0)",25,19,6,0.0,0.16666666666666666,0.16666666666666666
18,"(2, 2.0, 1.0, 2, 2.0)",26,10,16,0.0,0.0625,0.0625
18,"(2, 2.0, 2.0, 1, 0.0)",17,8,9,0.0,0.1111111111111111,0.1111111111111111
18,"(2, 2.0, 2.0, 1, 1.0)",16,10,6,0.0,0.16666666666666666,0.16666666666666666
18,"(2, 2.0, 2.0, 2, 0.0)",27,12,15,0.08333333333333333,0.0,-0.08333333333333333
18,"(2, 2.0, 2.0, 2, 1.0)",35,15,20,0.06666666666666667,0.0,-0.06666666666666667
18,"(2, 2.0, 2.0, 2, 2.0)",28,3,25,0.3333333333333333,0.2,-0.1333333333333333
