start_date_time,MCORR_E,relative_to_median,z_positive,iris_radiation_proxy
2021-01-05 05:00:00,325.734,-0.0028530670470756562,0.0,0.05
2021-01-05 06:00:00,326.334,-0.0010163286047522352,0.0,0.05
2021-01-05 07:00:00,325.696,-0.002969393815089328,0.0,0.05
2021-01-05 08:00:00,325.988,-0.002075514439825379,0.0,0.05
2021-01-05 09:00:00,325.906,-0.0023265353602762175,0.0,0.05
2021-01-05 10:00:00,325.65,-0.0031102104290009354,0.0,0.05
2021-01-05 11:00:00,325.671,-0.0030459245835195723,0.0,0.05
2021-01-05 12:00:00,325.606,-0.0032449045814379285,0.0,0.05
2021-01-05 13:00:00,325.909,-0.002317351668064644,0.0,0.05
2021-01-05 14:00:00,326.167,-0.0015275541378656598,0.0,0.05
2021-01-05 15:00:00,326.188,-0.0014632682923842967,0.0,0.05
2021-01-05 16:00:00,326.426,-0.0007346953769293685,0.0,0.05
2021-01-05 17:00:00,326.722,0.00017142892128346133,0.023987964271573115,0.052398796427157314
2021-01-05 18:00:00,324.539,-0.006511237778036311,0.0,0.05
2021-01-05 19:00:00,323.999,-0.008164302376127216,0.0,0.05
2021-01-05 20:00:00,323.596,-0.009397978363221128,0.0,0.05
2021-01-05 21:00:00,324.86,-0.0055285827113932375,0.0,0.05
2021-01-05 22:00:00,324.337,-0.0071296063869518336,0.0,0.05
2021-01-05 23:00:00,324.01,-0.008130628838018055,0.0,0.05
2021-01-06 00:00:00,324.378,-0.0070040959267264145,0.0,0.05
2021-01-06 01:00:00,323.527,-0.009609203284088366,0.0,0.05
2021-01-06 02:00:00,323.171,-0.010699001426533537,0.0,0.05
2021-01-06 03:00:00,321.996,-0.014295947542750136,0.0,0.05
2021-01-06 04:00:00,320.841,-0.017831669044222506,0.0,0.05
2021-01-06 05:00:00,320.249,-0.019643917640648163,0.0,0.05
2021-01-06 06:00:00,320.887,-0.01769085243031107,0.0,0.05
2021-01-06 07:00:00,320.992,-0.017369423202904428,0.0,0.05
2021-01-06 08:00:00,321.131,-0.016943912130432996,0.0,0.05
2021-01-06 09:00:00,322.405,-0.013043904171233077,0.0,0.05
2021-01-06 10:00:00,322.36,-0.013181659554407203,0.0,0.05
2021-01-06 11:00:00,321.072,-0.017124524743928032,0.0,0.05
