station,radiation_mean,radiation_max,radiation_std,cold_mean,cold_max,cold_std,hypoxia_mean,hypoxia_max,hypoxia_std,workload_mean,workload_max,workload_std,sleep_mean,sleep_max,sleep_std,radiation_abs_fraction_of_total_forcing
Byrd,0.09224617680781798,0.1617056447429252,0.02740122966446002,0.4409177563949478,0.5246463499187546,0.03831161356133393,0.0,0.0,0.0,0.31916613834543583,0.8686334232093386,0.2665618882467094,0.40298994436145996,0.598008721973751,0.14239664563610516,0.07348419179070624
Cape Denison,0.09224617680781798,0.1617056447429252,0.02740122966446002,0.21339823204326908,0.2714047753162198,0.03491963671682489,0.0,0.0,0.0,0.31916613834543583,0.8686334232093386,0.2665618882467094,0.40298994436145996,0.598008721973751,0.14239664563610516,0.08975105340530376
Clean Air,0.09224617680781798,0.1617056447429252,0.02740122966446002,0.5094686432573869,0.5164050526059103,0.004008909165298248,0.44779999999999986,0.4515999999999999,0.002196216235619958,0.31916613834543583,0.8686334232093386,0.2665618882467094,0.40298994436145996,0.598008721973751,0.14239664563610516,0.05206733184107843
Concordia,0.09224617680781798,0.1617056447429252,0.02740122966446002,0.6540950126090943,0.7210278580591575,0.03225485652017415,0.6432564885496183,0.6644000000000001,0.009900037783194801,0.31916613834543583,0.8686334232093386,0.2665618882467094,0.40298994436145996,0.598008721973751,0.14239664563610516,0.04368225998963117
Dome A,0.09224617680781798,0.1617056447429252,0.02740122966446002,0.6633808097301421,0.7135398282153413,0.04043200791840458,0.8965465648854962,0.9024,0.004989947807886951,0.31916613834543583,0.8686334232093386,0.2665618882467094,0.40298994436145996,0.598008721973751,0.14239664563610516,0.03885146168493368
Dome C,0.09224617680781798,0.1617056447429252,0.02740122966446002,0.44484782393179334,0.5628571428571428,0.04165364846196981,0.6166886884108258,0.6235999999999999,0.006814641443867617,0.31916613834543583,0.8686334232093386,0.2665618882467094,0.40298994436145996,0.598008721973751,0.14239664563610516,0.049173340938247524
Dome Fuji,0.09224617680781798,0.1617056447429252,0.02740122966446002,0.6106601465428824,0.6814542697036428,0.030707183211416467,0.7960913254684246,0.808,0.007510257363930281,0.31916613834543583,0.8686334232093386,0.2665618882467094,0.40298994436145996,0.598008721973751,0.14239664563610516,0.041530748411746
